timestamp,count,temp,tempf,humidity,wind_speed,weather_code,is_holiday,is_weekend,season,month,day,hour
1/9/15 13:00,6.983789965,13,13,63,30,0,0,0,3,1,9,13
1/9/15 14:00,6.884486652,13,13,63,26,1,0,0,3,1,9,14
1/9/15 15:00,6.816735881,13.5,13.5,67.5,33.5,7,0,0,3,1,9,15
1/9/15 16:00,7.114769448,13,13,79.5,37,7,0,0,3,1,9,16
1/9/15 17:00,7.787382026,13.5,13.5,85,35,7,0,0,3,1,9,17
1/9/15 18:00,7.592870288,15,15,82,36,7,0,0,3,1,9,18
1/9/15 19:00,6.998509642,15.5,15.5,77,41,7,0,0,3,1,9,19
1/9/15 20:00,6.532334292,15,15,72,44,2,0,0,3,1,9,20
1/9/15 21:00,6.095824562,15,15,68,41,2,0,0,3,1,9,21
1/9/15 22:00,6.142037406,15,15,68,40,2,0,0,3,1,9,22
1/9/15 23:00,6.042632834,14,14,77,41.5,3,0,0,3,1,9,23
1/10/15 0:00,5.973809612,14,14,77,39,3,0,1,3,1,10,0
1/10/15 1:00,5.627621114,14,14,77,40,3,0,1,3,1,10,1
1/10/15 2:00,5.247024072,14,14,72,40.5,2,0,1,3,1,10,2
1/10/15 3:00,5.036952602,13,13,77,41,2,0,1,3,1,10,3
1/10/15 4:00,4.510859507,13,13,77,36,2,0,1,3,1,10,4
1/10/15 5:00,3.970291914,13,13,77,35,2,0,1,3,1,10,5
1/10/15 6:00,4.248495242,13,13,82,35,7,0,1,3,1,10,6
1/10/15 7:00,4.9698133,13,13,79.5,35,2,0,1,3,1,10,7
1/10/15 8:00,5.774551546,14,14,74.5,40,2,0,1,3,1,10,8
1/10/15 9:00,6.429719478,14,14,77,48,2,0,1,3,1,10,9
1/10/15 10:00,6.630683386,14,14,74.5,41,7,0,1,3,1,10,10
1/10/15 11:00,6.685860947,11.5,11.5,67.5,42.5,2,0,1,3,1,10,11
1/10/15 12:00,7.083387848,11.5,11.5,58,41.5,1,0,1,3,1,10,12
1/10/15 13:00,7.241366283,10.5,8.5,54,38,2,0,1,3,1,10,13
1/10/15 14:00,7.214504414,9,4.5,54,42.5,2,0,1,3,1,10,14
1/10/15 15:00,7.270312886,9,5,48,35,1,0,1,3,1,10,15
1/10/15 16:00,7.147559271,8,4,51.5,27,0,0,1,3,1,10,16
1/10/15 17:00,6.961296046,8,4,51.5,29,1,0,1,3,1,10,17
1/10/15 18:00,6.745236349,7,3,55,26,0,0,1,3,1,10,18
1/10/15 19:00,6.580639137,6,2,57,26,0,0,1,3,1,10,19
1/10/15 20:00,6.32256524,6,2,57,25,0,0,1,3,1,10,20
1/10/15 21:00,5.857933154,6,2,57,21,0,0,1,3,1,10,21
1/10/15 22:00,5.81711116,5,1,66,20,0,0,1,3,1,10,22
1/10/15 23:00,5.814130532,5,1,66,19.5,0,0,1,3,1,10,23
1/11/15 0:00,5.888877958,4.5,0.5,72.5,22,0,0,1,3,1,11,0
1/11/15 1:00,5.545177444,4,-0.5,75,22,0,0,1,3,1,11,1
1/11/15 2:00,5.293304825,4,-0.5,75,23,0,0,1,3,1,11,2
1/11/15 3:00,4.912654886,4,-1,75,27,1,0,1,3,1,11,3
1/11/15 4:00,4.317488114,4,-1,72.5,28,0,0,1,3,1,11,4
1/11/15 5:00,4.060443011,4,-1,70,27,0,0,1,3,1,11,5
1/11/15 6:00,4.219507705,4.5,0,68,24,0,0,1,3,1,11,6
1/11/15 7:00,4.543294782,5,1,66,24,0,0,1,3,1,11,7
1/11/15 8:00,5.488937726,5,0,66,29.5,0,0,1,3,1,11,8
1/11/15 9:00,6.289715571,5.5,0.5,63.5,29,0,0,1,3,1,11,9
1/11/15 10:00,6.827629235,6.5,2,61,30,0,0,1,3,1,11,10
1/11/15 11:00,7.13009851,7.5,3.5,59,27,0,0,1,3,1,11,11
1/11/15 12:00,7.349873705,8.5,4.5,55.5,27,0,0,1,3,1,11,12
1/11/15 13:00,7.503289631,9,5,56,28,1,0,1,3,1,11,13
1/11/15 14:00,7.402451521,9,5,60,28,1,0,1,3,1,11,14
1/11/15 15:00,7.289610521,8.5,5,64,26,2,0,1,3,1,11,15
1/11/15 16:00,7.001245622,8,4.5,66,23,2,0,1,3,1,11,16
1/11/15 17:00,6.719013154,8,5,71,20.5,7,0,1,3,1,11,17
1/11/15 18:00,6.253828812,8,4,73.5,25,7,0,1,3,1,11,18
1/11/15 19:00,6.202535517,8,4,73.5,24,2,0,1,3,1,11,19
1/11/15 20:00,5.755742214,8,4.5,71,26,7,0,1,3,1,11,20
1/11/15 21:00,5.564520407,8,4,71,30,7,0,1,3,1,11,21
1/11/15 22:00,5.472270674,9,5,66,37,7,0,1,3,1,11,22
1/11/15 23:00,5.129898715,9,5,71,30.5,2,0,1,3,1,11,23
1/12/15 0:00,4.770684624,9,5,68.5,29,1,0,0,3,1,12,0
1/12/15 1:00,3.828641396,10,6,60,34,3,0,0,3,1,12,1
1/12/15 2:00,3.401197382,10,7,64.5,30,3,0,0,3,1,12,2
1/12/15 3:00,3.610917913,10,6.5,67,30.5,2,0,0,3,1,12,3
1/12/15 4:00,3.295836866,10,6.5,67,33.5,2,0,0,3,1,12,4
1/12/15 5:00,4.465908119,10,6,67,35,2,0,0,3,1,12,5
1/12/15 6:00,6.073044534,10,6,73.5,31,7,0,0,3,1,12,6
1/12/15 7:00,7.340835554,10,7,76,30,7,0,0,3,1,12,7
1/12/15 8:00,8.13710339,10,6,76,31,2,0,0,3,1,12,8
1/12/15 9:00,7.513709248,11.5,11.5,67,32.5,2,0,0,3,1,12,9
1/12/15 10:00,6.584791392,12,12,67,33,2,0,0,3,1,12,10
1/12/15 11:00,6.484635236,12,12,74.5,39,2,0,0,3,1,12,11
1/12/15 12:00,6.552507887,12,12,79.5,29.5,2,0,0,3,1,12,12
1/12/15 13:00,6.448889394,12,12,79.5,29.5,2,0,0,3,1,12,13
1/12/15 14:00,6.255750042,12.5,12.5,77,33,7,0,0,3,1,12,14
1/12/15 15:00,5.926926026,12,12,82,25,7,0,0,3,1,12,15
1/12/15 16:00,6.507277712,12,12,82,22.5,7,0,0,3,1,12,16
1/12/15 17:00,7.320526962,11.5,11.5,88,22,7,0,0,3,1,12,17
1/12/15 18:00,7.079184395,11,11,94,22,7,0,0,3,1,12,18
1/12/15 19:00,7.036148494,11.5,11.5,85,22,7,0,0,3,1,12,19
1/12/15 20:00,6.625392368,12,12,82,20,3,0,0,3,1,12,20
1/12/15 21:00,6.23636959,12,12,85,18.5,7,0,0,3,1,12,21
1/12/15 22:00,5.220355825,12,12,88,21,7,0,0,3,1,12,22
1/12/15 23:00,4.465908119,12,12,88,23,7,0,0,3,1,12,23
1/13/15 0:00,4.17438727,12,12,88,25,7,0,0,3,1,13,0
1/13/15 1:00,3.401197382,12,12,88,30,7,0,0,3,1,13,1
1/13/15 2:00,3.091042453,11.5,11.5,88,24.5,7,0,0,3,1,13,2
1/13/15 3:00,2.63905733,11,11,85,19,7,0,0,3,1,13,3
1/13/15 4:00,3.526360525,11,11,82,21,7,0,0,3,1,13,4
1/13/15 5:00,4.736198448,10.5,9,79.5,21,7,0,0,3,1,13,5
1/13/15 6:00,6.398594935,10,7.5,82,20.5,1,0,0,3,1,13,6
1/13/15 7:00,7.368339686,9.5,6.5,79,21,7,0,0,3,1,13,7
1/13/15 8:00,8.284251798,9,6.5,71,16,1,0,0,3,1,13,8
1/13/15 9:00,7.645397699,9,6,71,18,1,0,0,3,1,13,9
1/13/15 10:00,6.867974409,9,6.5,71,17.5,0,0,0,3,1,13,10
1/13/15 11:00,6.765038977,9,6,68.5,18,1,0,0,3,1,13,11
1/13/15 12:00,6.927557906,9.5,6.5,64,20.5,7,0,0,3,1,13,12
1/13/15 13:00,6.579251212,9,5.5,73.5,27.5,7,0,0,3,1,13,13
1/13/15 14:00,6.69950034,8.5,4.5,71,29,7,0,0,3,1,13,14
1/13/15 15:00,6.784457063,8,4.5,73.5,21.5,1,0,0,3,1,13,15
1/13/15 16:00,7.238496841,7.5,4,68.5,23,1,0,0,3,1,13,16
1/13/15 17:00,7.96797318,7,3,71,22,1,0,0,3,1,13,17
1/13/15 18:00,7.886081402,7,4.5,71,14,7,0,0,3,1,13,18
1/13/15 19:00,7.34536484,6,2.5,76,19.5,7,0,0,3,1,13,19
1/13/15 20:00,6.854354502,5.5,1.5,76,21,1,0,0,3,1,13,20
1/13/15 21:00,6.49375384,5,1,76,23,1,0,0,3,1,13,21
1/13/15 22:00,6.21860012,5,2,76,17,0,0,0,3,1,13,22
1/13/15 23:00,5.831882477,5,1,70,19.5,0,0,0,3,1,13,23
1/14/15 0:00,5.129898715,5,0.5,66,26,0,0,0,3,1,14,0
1/14/15 1:00,4.382026635,5,0,66,30,0,0,0,3,1,14,1
1/14/15 2:00,4.110873864,5,0.5,66,24,0,0,0,3,1,14,2
1/14/15 3:00,4.007333185,4.5,0.5,72.5,21,0,0,0,3,1,14,3
1/14/15 4:00,3.80666249,4.5,1.5,72.5,14,0,0,0,3,1,14,4
1/14/15 5:00,4.543294782,5,1.5,70,17.5,0,0,0,3,1,14,5
1/14/15 6:00,6.329720906,5,1,70,23,2,0,0,3,1,14,6
1/14/15 7:00,7.50714108,4.5,-1,68,30.5,1,0,0,3,1,14,7
1/14/15 8:00,8.270013062,4,-1,70,26,1,0,0,3,1,14,8
1/14/15 9:00,7.632885505,4.5,-0.5,68,29,1,0,0,3,1,14,9
1/14/15 10:00,6.735780014,5,0,70,30.5,1,0,0,3,1,14,10
1/14/15 11:00,6.597145702,5.5,1,65.5,27,1,0,0,3,1,14,11
1/14/15 12:00,6.921658184,6.5,2.5,59,27,1,0,0,3,1,14,12
1/14/15 13:00,6.972606251,7,3,57,24,1,0,0,3,1,14,13
1/14/15 14:00,6.817830571,7,3.5,55,22,1,0,0,3,1,14,14
1/14/15 15:00,6.877296071,7,4,55,18,0,0,0,3,1,14,15
1/14/15 16:00,7.21964204,7,4.5,59,16,0,0,0,3,1,14,16
1/14/15 17:00,7.878155337,7.5,4.5,64,16,1,0,0,3,1,14,17
1/14/15 18:00,7.588323677,8,4.5,71,21.5,1,0,0,3,1,14,18
1/14/15 19:00,7.134890852,9,5.5,71,27,2,0,0,3,1,14,19
1/14/15 20:00,6.786716951,10,6,69,31,2,0,0,3,1,14,20
1/14/15 21:00,6.28785856,10,6,71,38,7,0,0,3,1,14,21
1/14/15 22:00,5.843544417,9.5,5.5,76.5,39,7,0,0,3,1,14,22
1/14/15 23:00,5.241747015,10,6,79,40,6,0,0,3,1,14,23
1/15/15 0:00,4.521788577,10,6,82,40,7,0,0,3,1,15,0
1/15/15 1:00,4.204692619,11,11,79.5,40,6,0,0,3,1,15,1
1/15/15 2:00,3.258096538,11,11,82,44.5,6,0,0,3,1,15,2
1/15/15 3:00,3.17805383,11.5,11.5,79.5,45,7,0,0,3,1,15,3
1/15/15 4:00,3.17805383,11,11,77,37,6,0,0,3,1,15,4
1/15/15 5:00,4.143134726,10,6.5,79,31.5,7,0,0,3,1,15,5
1/15/15 6:00,6.177944114,9.5,5.5,73.5,29.5,7,0,0,3,1,15,6
1/15/15 7:00,7.434257382,9,6,73.5,23,1,0,0,3,1,15,7
1/15/15 8:00,8.209036266,9,6,66,21,0,0,0,3,1,15,8
1/15/15 9:00,7.571473649,9,6,73.5,19.5,1,0,0,3,1,15,9
1/15/15 10:00,6.739336627,9,6,76,21,1,0,0,3,1,15,10
1/15/15 11:00,6.593044534,9,6,66,26,1,0,0,3,1,15,11
1/15/15 12:00,6.728628613,8.5,5,71,25,7,0,0,3,1,15,12
1/15/15 13:00,6.913737351,9,5,64,32.5,1,0,0,3,1,15,13
1/15/15 14:00,6.720220155,9,5,60,30.5,1,0,0,3,1,15,14
1/15/15 15:00,6.816735881,9,5,52,36,1,0,0,3,1,15,15
1/15/15 16:00,7.13089883,8,4,53,29,1,0,0,3,1,15,16
1/15/15 17:00,7.833996342,7.5,3.5,55,29.5,1,0,0,3,1,15,17
1/15/15 18:00,7.816416984,7,3,57,29.5,1,0,0,3,1,15,18
1/15/15 19:00,7.210818453,8,4,51.5,29.5,1,0,0,3,1,15,19
1/15/15 20:00,6.698268054,7,2,51,34,1,0,0,3,1,15,20
1/15/15 21:00,6.383506635,6.5,1.5,57,32,0,0,0,3,1,15,21
1/15/15 22:00,6.06610809,6.5,1.5,59,33,1,0,0,3,1,15,22
1/15/15 23:00,5.710427017,7,3,57,29.5,0,0,0,3,1,15,23
1/16/15 0:00,5.342334252,7,3,53,31,0,0,0,3,1,16,0
1/16/15 1:00,4.770684624,7,3,53,27.5,0,0,0,3,1,16,1
1/16/15 2:00,4.276666119,6.5,2.5,59,22,0,0,0,3,1,16,2
1/16/15 3:00,4.094344562,6.5,2.5,59,25,0,0,0,3,1,16,3
1/16/15 4:00,3.850147602,6.5,3,55,20.5,0,0,0,3,1,16,4
1/16/15 5:00,4.48863637,6.5,3,55,20.5,0,0,0,3,1,16,5
1/16/15 6:00,6.156978986,7,4,55,18.5,0,0,0,3,1,16,6
1/16/15 7:00,7.407924323,7,4.5,59,15,7,0,0,3,1,16,7
1/16/15 8:00,8.173857455,7,4.5,61,15,2,0,0,3,1,16,8
1/16/15 9:00,7.591357047,6,3,71,13,1,0,0,3,1,16,9
1/16/15 10:00,6.778784898,6.5,3.5,68.5,17,1,0,0,3,1,16,10
1/16/15 11:00,6.679599186,6,2.5,76,19.5,1,0,0,3,1,16,11
1/16/15 12:00,6.902742737,6,3,73.5,17,1,0,0,3,1,16,12
1/16/15 13:00,7.023758955,7,4,68.5,15,1,0,0,3,1,16,13
1/16/15 14:00,6.848005275,7,4.5,66,15,1,0,0,3,1,16,14
1/16/15 15:00,7.007600614,7,4,66,15,1,0,0,3,1,16,15
1/16/15 16:00,7.047517221,6,2,68.5,23.5,7,0,0,3,1,16,16
1/16/15 17:00,7.761744985,5.5,2.5,76,14,1,0,0,3,1,16,17
1/16/15 18:00,7.602401336,5,1.5,73,16,2,0,0,3,1,16,18
1/16/15 19:00,7.076653815,4,1,72.5,12,0,0,0,3,1,16,19
1/16/15 20:00,6.542471961,4,2,72.5,9,0,0,0,3,1,16,20
1/16/15 21:00,6.161207322,3,0,75,11,0,0,0,3,1,16,21
1/16/15 22:00,5.958424693,2.5,-1.5,72.5,15,0,0,0,3,1,16,22
1/16/15 23:00,5.891644212,2.5,-1,81,12,0,0,0,3,1,16,23
1/17/15 0:00,5.796057751,2,-2,81,13,0,0,1,3,1,17,0
1/17/15 1:00,5.398162702,2,-1.5,81,12,0,0,1,3,1,17,1
1/17/15 2:00,5.298317367,1,-3,81,14,0,0,1,3,1,17,2
1/17/15 3:00,4.976733742,1,-3,81,15,0,0,1,3,1,17,3
1/17/15 4:00,4.343805422,1,-2,81,10,0,0,1,3,1,17,4
1/17/15 5:00,4.234106505,0.5,-2.5,77.5,8,0,0,1,3,1,17,5
1/17/15 6:00,4.262679877,0.5,-3,77.5,10,0,0,1,3,1,17,6
1/17/15 7:00,5.043425117,1.5,-2.5,72.5,16,0,0,1,3,1,17,7
1/17/15 8:00,5.860786223,2.5,-1.5,67.5,15,0,0,1,3,1,17,8
1/17/15 9:00,6.52649486,3.5,-0.5,65,16,0,0,1,3,1,17,9
1/17/15 10:00,6.665683718,4,0,70,21,7,0,1,3,1,17,10
1/17/15 11:00,6.906754779,5,1.5,73,18.5,7,0,1,3,1,17,11
1/17/15 12:00,7.215975003,6.5,3.5,73.5,17,1,0,1,3,1,17,12
1/17/15 13:00,7.25981961,6,2.5,73.5,20.5,1,0,1,3,1,17,13
1/17/15 14:00,7.33432935,7,4,66,17,1,0,1,3,1,17,14
1/17/15 15:00,7.33171497,6,3,71,18,0,0,1,3,1,17,15
1/17/15 16:00,7.137278437,6,3,71,15,0,0,1,3,1,17,16
1/17/15 17:00,6.905753276,5,2.5,76,10,0,0,1,3,1,17,17
1/17/15 18:00,6.64118217,5,2,76,13,0,0,1,3,1,17,18
1/17/15 19:00,6.579251212,5,2,76,12,0,0,1,3,1,17,19
1/17/15 20:00,6.265301213,5,3,81,9,0,0,1,3,1,17,20
1/17/15 21:00,6.03068526,5,2.5,76,10,0,0,1,3,1,17,21
1/17/15 22:00,5.796057751,5,3,76,7,1,0,1,3,1,17,22
1/17/15 23:00,5.860786223,5,2.5,78.5,9,7,0,1,3,1,17,23
1/18/15 0:00,5.950642553,5,3,76,7,1,0,1,3,1,18,0
1/18/15 1:00,5.59471138,5,3.5,76,6.5,7,0,1,3,1,18,1
1/18/15 2:00,5.59471138,5,3,81,8,7,0,1,3,1,18,2
1/18/15 3:00,4.94875989,4.5,3,84,6.5,7,0,1,3,1,18,3
1/18/15 4:00,4.304065093,4,4,87,0,7,0,1,3,1,18,4
1/18/15 5:00,3.988984047,4,3.5,90,5,7,0,1,3,1,18,5
1/18/15 6:00,4.007333185,4,3.5,90,5,7,0,1,3,1,18,6
1/18/15 7:00,4.584967479,4,3.5,87,5,7,0,1,3,1,18,7
1/18/15 8:00,5.351858133,4,3.5,93,5,1,0,1,3,1,18,8
1/18/15 9:00,6.008813185,4,2.5,90,6.5,7,0,1,3,1,18,9
1/18/15 10:00,6.542471961,4,2,87,9,7,0,1,3,1,18,10
1/18/15 11:00,6.81014245,4,1.5,84,9,3,0,1,3,1,18,11
1/18/15 12:00,7.126890809,4,1,81,12,1,0,1,3,1,18,12
1/18/15 13:00,7.245655068,4,1,81,12,1,0,1,3,1,18,13
